Crop,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,temperature,humidity,ph,rainfall,N_percent,P_percent,K_percent,total_yield,Fertilizer_per_ha,Pesticide_per_ha,Soil_Type
Linseed,Rabi       ,Assam,10222.0,5212,2354.4,1009933.6,2964.4,0.48,25.0,65.4,7.2,298.6,51.0,24.1,24.9,4906.56,98.8,0.2900019565642731,Loamy
Maize,Kharif     ,Assam,19810.0,13965,2354.4,1957228.0,5744.9,0.61,21.4,64.1,6.47,109.8,54.4,24.2,21.4,12084.1,98.8,0.29,Alluvial
Mesta,Kharif     ,Assam,5260.0,25623,2354.4,519688.0,1525.4,4.91,27.5,74.4,6.67,298.6,53.7,28.5,17.8,25826.6,98.8,0.29,Loamy
Onion,Whole Year ,Assam,8083.0,18341,2354.4,798600.4,2344.1,2.34,21.4,76.4,6.21,298.6,52.6,23.2,24.3,18914.22,98.8,0.2900037114932574,Loamy
Other  Rabi pulses,Rabi       ,Assam,116141.0,62330,2354.4,11474730.8,33680.9,0.51,24.9,56.3,6.1,298.6,46.8,31.3,21.9,59231.91,98.8,0.2900000861022378,Loamy
Potato,Whole Year ,Assam,76958.0,611077,2354.4,7603450.4,22317.8,7.23,23.7,51.1,7.05,298.6,50.6,24.4,24.9,556406.3400000001,98.8,0.2899997401179864,Alluvial
Rapeseed &Mustard,Rabi       ,Assam,288829.0,135631,2354.4,28536305.2,83760.4,0.47,26.1,67.4,5.9,298.6,47.4,28.6,24.0,135749.63,98.8,0.2899999653774378,Loamy
Rice,Autumn     ,Assam,594979.0,520605,2354.4,58783925.2,172543.9,1.06,18.3,76.4,5.83,298.6,49.2,28.2,22.6,630677.74,98.8,0.2899999831926841,Clayey
Rice,Summer     ,Assam,223913.0,446114,2354.4,22122604.4,64934.8,1.69,25.5,78.3,4.9,298.6,54.7,26.5,18.8,378412.97,98.8,0.2900001339806085,Clayey
Rice,Winter     ,Assam,1635230.0,2288114,2354.4,161560724.0,474216.7,1.4,27.5,86.8,6.5,298.6,54.4,25.5,20.1,2289322.0,98.8,0.29,Clayey
Sesamum,Kharif     ,Assam,15940.0,8210,2354.4,1574872.0,4622.6,0.49,28.8,61.5,6.58,298.6,52.4,24.8,22.8,7810.599999999999,98.8,0.29,Loamy
Small millets,Kharif     ,Assam,10547.0,5450,2354.4,1042043.6,3058.6,0.52,26.3,51.3,6.0,298.6,45.2,26.5,28.3,5484.4400000000005,98.8,0.2899971555892671,Loamy
Sweet potato,Whole Year ,Assam,9433.0,32437,2354.4,931980.4,2735.6,3.44,19.8,47.7,6.53,298.6,49.2,24.0,26.9,32449.52,98.8,0.2900031803243931,Loamy
Tapioca,Whole Year ,Assam,2798.0,13261,2354.4,276442.4,811.4,4.45,26.7,63.8,6.75,298.6,54.9,19.8,25.3,12451.1,98.8,0.2899928520371694,Loamy
Tobacco,Whole Year ,Assam,1465.0,732,2354.4,144742.0,424.8,0.57,14.1,60.4,6.5,298.6,49.5,26.6,23.9,835.05,98.8,0.2899658703071672,Loamy
Turmeric,Whole Year ,Assam,10729.0,7416,2354.4,1060025.2,3111.4,0.67,22.5,65.8,6.18,298.6,49.4,27.6,23.0,7188.43,98.8,0.2899990679466865,Red Loamy
Arecanut,Whole Year ,Goa,1500.0,1820,2964.9,148200.0,435.0,1.21,21.2,49.7,6.18,298.6,51.6,22.1,26.3,1815.0,98.8,0.29,Laterite
Banana,Whole Year ,Goa,1900.0,14400,2964.9,187720.0,551.0,7.58,18.8,57.6,6.57,119.8,53.3,19.4,27.3,14402.0,98.8,0.29,Loamy
Black pepper,Whole Year ,Goa,250.0,70,2964.9,24700.0,72.5,0.28,25.7,64.9,6.57,298.6,48.8,23.3,27.9,70.0,98.8,0.29,Loamy
Cashewnut,Whole Year ,Goa,52875.0,15000,2964.9,5224050.0,15333.8,0.28,22.7,73.6,6.11,298.6,50.9,22.2,26.9,14805.000000000002,98.8,0.2900009456264775,Loamy
Coconut ,Whole Year ,Goa,24858.0,121000000,2964.9,2455970.4,7208.8,4867.65,32.2,59.1,6.38,225.6,51.2,26.7,22.2,121000043.7,98.8,0.2899991954300426,Loamy
Groundnut,Kharif     ,Goa,350.0,412,2964.9,34580.0,101.5,1.18,25.3,62.3,6.4,298.6,43.6,25.4,30.9,413.0,98.8,0.29,Sandy Loam
Groundnut,Rabi       ,Goa,1048.0,2124,2964.9,103542.4,303.9,2.03,26.7,56.5,6.17,298.6,42.5,28.5,29.0,2127.44,98.8,0.2899809160305343,Sandy Loam
Other  Rabi pulses,Rabi       ,Goa,8671.0,9220,2964.9,856694.8,2514.6,1.06,15.8,39.6,6.76,298.6,45.3,29.0,25.7,9191.26,98.8,0.2900011532695191,Loamy
Other Kharif pulses,Kharif     ,Goa,1200.0,324,2964.9,118560.0,348.0,0.27,26.4,61.8,6.24,298.6,44.3,31.6,24.1,324.0,98.8,0.29,Loamy
Ragi,Kharif     ,Goa,2500.0,2476,2964.9,247000.0,725.0,0.99,29.9,74.9,7.18,298.6,49.3,25.5,25.2,2475.0,98.8,0.29,Red
Rice,Kharif     ,Goa,41000.0,104249,2964.9,4050800.0,11890.0,2.54,21.7,80.6,4.96,298.6,50.6,27.8,21.6,104140.0,98.8,0.29,Clayey
Rice,Rabi       ,Goa,15439.0,46925,2964.9,1525373.2,4477.3,3.04,24.5,67.8,5.04,298.6,49.4,30.4,20.3,46934.56,98.8,0.289999352289656,Clayey
Sugarcane,Whole Year ,Goa,1320.0,64000,2964.9,130416.0,382.8,48.48,30.4,67.1,6.64,298.6,58.0,21.7,20.3,63993.6,98.8,0.29,Loamy
Arecanut,Whole Year ,Karnataka,98047.0,648365,1260.8,9687043.6,28433.6,6.23,21.3,57.2,6.39,298.6,47.2,29.1,23.7,610832.81,98.8,0.2899996940242944,Laterite
Arhar/Tur,Kharif     ,Karnataka,475396.0,221453,1260.8,46969124.8,137864.8,0.4,23.8,34.8,5.96,298.6,48.6,22.6,28.8,190158.4,98.8,0.2899999158596201,Sandy Loam
Bajra,Kharif     ,Karnataka,415816.0,282231,1260.8,41082620.8,120586.6,0.6,24.2,75.5,6.54,298.6,50.2,24.8,25.0,249489.6,98.8,0.2899999038036054,Sandy
Bajra,Rabi       ,Karnataka,451.0,536,1260.8,44558.8,130.8,1.19,33.6,32.2,5.3,298.6,48.1,24.9,26.9,536.6899999999999,98.8,0.2900221729490022,Sandy
Bajra,Summer     ,Karnataka,846.0,498,1260.8,83584.8,245.3,0.59,27.4,55.4,7.11,298.6,49.8,24.0,26.2,499.14,98.8,0.2899527186761229,Sandy
Black pepper,Whole Year ,Karnataka,4387.0,10342,1260.8,433435.6,1272.2,2.24,26.4,53.3,6.92,298.6,48.0,23.9,28.1,9826.88,98.8,0.2899931616138591,Loamy
Cardamom,Whole Year ,Karnataka,20218.0,1153,1260.8,1997538.4,5863.2,0.06,12.7,43.0,5.79,298.6,52.2,25.9,21.9,1213.08,98.8,0.289999010782471,Loamy
Castor seed,Kharif     ,Karnataka,27246.0,23245,1260.8,2691904.8,7901.3,0.83,20.1,49.7,7.97,298.6,53.8,23.1,23.2,22614.18,98.8,0.28999853189459,Sandy Loam
Coconut ,Whole Year ,Karnataka,310399.0,1611530000,1260.8,30667421.2,90015.7,4692.26,19.3,37.1,6.43,225.6,51.1,26.9,22.0,1456472811.74,98.8,0.2899999677834013,Loamy
Coriander,Whole Year ,Karnataka,17935.0,2982,1260.8,1771978.0,5201.2,0.12,21.2,61.8,6.72,298.6,51.3,21.1,27.6,2152.2,98.8,0.2900027878449958,Loamy
Cotton(lint),Kharif     ,Karnataka,636495.0,976876,1260.8,62885706.0,184583.6,1.56,24.8,62.6,6.49,99.9,47.8,19.8,32.4,992932.2,98.8,0.2900000785552125,Black
Dry chillies,Whole Year ,Karnataka,170319.0,146498,1260.8,16827517.2,49392.5,1.12,28.1,58.3,7.42,298.6,50.7,23.2,26.1,190757.28000000003,98.8,0.2899999412866444,Loamy
Garlic,Whole Year ,Karnataka,3574.0,3034,1260.8,353111.2,1036.5,1.46,34.7,83.5,5.76,298.6,47.9,29.9,22.2,5218.04,98.8,0.2900111919418019,Loamy
Ginger,Kharif     ,Karnataka,3896.0,51169,1260.8,384924.8,1129.8,12.76,18.4,54.2,6.75,298.6,51.9,24.1,24.0,49712.96,98.8,0.2899897330595482,Loamy
Gram,Rabi       ,Karnataka,355326.0,202508,1260.8,35106208.8,103044.5,0.57,21.4,49.4,7.87,298.6,49.9,27.1,23.1,202535.82,98.8,0.2899998874273202,Sandy Loam
Groundnut,Kharif     ,Karnataka,1012577.0,929016,1260.8,100042607.6,293647.3,0.86,27.4,52.9,5.2,298.6,42.9,29.4,27.8,870816.22,98.8,0.2899999703726235,Sandy Loam
Groundnut,Rabi       ,Karnataka,217445.0,263118,1260.8,21483566.0,63059.0,1.31,22.4,71.2,5.98,298.6,42.7,27.2,30.1,284852.95,98.8,0.2899997700567959,Sandy Loam
Horse-gram,Kharif     ,Karnataka,189486.0,90718,1260.8,18721216.8,54950.9,0.5,20.5,66.3,6.94,298.6,47.5,26.2,26.3,94743.0,98.8,0.2899997889026102,Loamy
Horse-gram,Rabi       ,Karnataka,134779.0,62084,1260.8,13316165.2,39085.9,0.45,22.3,46.5,5.79,298.6,50.8,26.3,22.9,60650.55,98.8,0.2899999258044651,Loamy
Jowar,Kharif     ,Karnataka,420808.0,616645,1260.8,41575830.4,122034.3,1.31,25.1,66.8,6.87,298.6,51.8,27.3,20.9,551258.48,98.8,0.2899999524723864,Red
Jowar,Rabi       ,Karnataka,1420162.0,1003450,1260.8,140312005.6,411847.0,0.72,33.4,53.6,7.13,298.6,53.7,25.4,20.9,1022516.64,98.8,0.2900000140829004,Red
Jowar,Summer     ,Karnataka,8897.0,23144,1260.8,879023.6,2580.1,2.46,24.1,41.3,7.08,298.6,52.9,21.9,25.1,21886.62,98.8,0.2899966280768798,Red
Linseed,Rabi       ,Karnataka,19806.0,6441,1260.8,1956832.8,5743.7,0.32,21.4,52.5,6.96,298.6,48.1,29.2,22.7,6337.92,98.8,0.2899979804099767,Loamy
Maize,Kharif     ,Karnataka,450472.0,1542607,1260.8,44506633.6,130636.9,3.37,30.0,66.0,6.4,109.8,54.7,25.3,20.0,1518090.64,98.8,0.2900000443978759,Alluvial
Maize,Rabi       ,Karnataka,49922.0,101605,1260.8,4932293.6,14477.4,1.98,19.5,66.6,6.33,109.8,46.8,31.3,22.0,98845.56,98.8,0.2900004006249749,Alluvial
Maize,Summer     ,Karnataka,11974.0,27080,1260.8,1183031.2,3472.5,2.24,22.5,65.7,5.69,109.8,52.4,23.5,24.1,26821.76,98.8,0.2900033405712376,Alluvial
Moong(Green Gram),Kharif     ,Karnataka,311720.0,61227,1260.8,30797936.0,90398.8,0.18,26.8,57.4,7.22,298.6,48.4,21.1,30.5,56109.6,98.8,0.29,Sandy Loam
Moong(Green Gram),Rabi       ,Karnataka,15627.0,7005,1260.8,1543947.6,4531.8,0.44,25.3,63.0,5.7,298.6,46.1,28.6,25.3,6875.88,98.8,0.2899980802457285,Sandy Loam
Niger seed,Kharif     ,Karnataka,41853.0,8104,1260.8,4135076.4,12137.4,0.21,25.8,54.7,6.26,298.6,45.0,26.6,28.4,8789.13,98.8,0.290000716794495,Loamy
Onion,Kharif     ,Karnataka,79921.0,362053,1260.8,7896194.8,23177.1,5.36,17.1,52.1,5.81,298.6,51.8,27.6,20.6,428376.56,98.8,0.2900001251235595,Loamy
Onion,Rabi       ,Karnataka,8882.0,91057,1260.8,877541.6,2575.8,8.94,28.1,69.0,6.35,298.6,45.6,23.6,30.8,79405.08,98.8,0.2900022517451024,Loamy
Peas & beans (Pulses),Kharif     ,Karnataka,1730.0,15872,1260.8,170924.0,501.7,9.27,25.7,78.4,6.42,298.6,46.0,25.5,28.5,16037.1,98.8,0.29,Sandy Loam
Peas & beans (Pulses),Rabi       ,Karnataka,494.0,4882,1260.8,48807.2,143.3,8.95,17.7,49.4,6.49,298.6,40.8,31.0,28.2,4421.299999999999,98.8,0.290080971659919,Sandy Loam
Peas & beans (Pulses),Summer     ,Karnataka,1583.0,13707,1260.8,156400.4,459.1,7.83,22.9,42.1,6.45,298.6,50.6,26.1,23.3,12394.89,98.8,0.2900189513581807,Sandy Loam
Potato,Kharif     ,Karnataka,28755.0,317052,1260.8,2840994.0,8339.0,12.37,29.4,63.2,6.75,298.6,51.0,24.2,24.8,355699.35,98.8,0.2900017388280299,Alluvial
Potato,Summer     ,Karnataka,1137.0,19387,1260.8,112335.6,329.7,17.6,19.8,87.7,6.7,298.6,47.7,27.7,24.6,20011.2,98.8,0.2899736147757256,Alluvial
Potato,Whole Year ,Karnataka,268.0,3910,1260.8,26478.4,77.7,14.59,23.7,66.7,5.72,298.6,47.2,28.4,24.4,3910.12,98.8,0.2899253731343283,Alluvial
Ragi,Kharif     ,Karnataka,986173.0,1664767,1260.8,97433892.4,285990.2,1.42,23.1,53.9,6.25,298.6,48.8,23.7,27.5,1400365.66,98.8,0.290000030420626,Red
Ragi,Rabi       ,Karnataka,33833.0,45301,1260.8,3342700.4,9811.6,1.36,16.3,70.3,6.27,298.6,50.3,21.3,28.5,46012.880000000005,98.8,0.2900008867082434,Red
Ragi,Summer     ,Karnataka,10673.0,24008,1260.8,1054492.4,3095.2,2.24,31.2,71.5,5.59,298.6,53.1,26.5,20.4,23907.520000000004,98.8,0.290002810831069,Red
Rapeseed &Mustard,Kharif     ,Karnataka,6673.0,1790,1260.8,659292.4,1935.2,0.21,24.9,64.4,6.83,298.6,47.7,24.4,27.8,1401.33,98.8,0.2900044957290574,Loamy
Rice,Kharif     ,Karnataka,1079193.0,2599170,1260.8,106624268.4,312966.0,2.31,28.7,52.1,5.37,298.6,57.7,20.9,21.5,2492935.83,98.8,0.2900000277985495,Clayey
Rice,Rabi       ,Karnataka,51782.0,106072,1260.8,5116061.6,15016.8,2.05,23.7,61.3,5.63,298.6,47.4,28.1,24.5,106153.1,98.8,0.2900003862345989,Clayey
Safflower,Rabi       ,Karnataka,97487.0,58727,1260.8,9631715.6,28271.2,0.62,27.9,43.1,7.21,298.6,50.6,25.2,24.3,60441.94,98.8,0.2899996922666612,Loamy
Sesamum,Kharif     ,Karnataka,115250.0,46673,1260.8,11386700.0,33422.5,0.42,22.1,68.3,6.65,298.6,50.2,24.1,25.6,48405.0,98.8,0.29,Loamy
Soyabean,Kharif     ,Karnataka,65309.0,70294,1260.8,6452529.2,18939.6,1.06,22.9,86.8,5.56,298.6,51.1,27.6,21.3,69227.54000000001,98.8,0.2899998468817467,Black
Sunflower,Kharif     ,Karnataka,430676.0,127090,1260.8,42550788.8,124896.0,0.38,36.1,71.9,7.08,298.6,50.7,24.6,24.7,163656.88,98.8,0.2899999071227558,Alluvial
Sunflower,Rabi       ,Karnataka,359514.0,112736,1260.8,35519983.2,104259.1,0.39,27.0,76.8,6.61,298.6,46.1,26.8,27.1,140210.46,98.8,0.2900001112613139,Alluvial
Sunflower,Summer     ,Karnataka,43156.0,24211,1260.8,4263812.8,12515.2,0.6,28.3,68.9,6.34,298.6,52.6,25.0,22.4,25893.6,98.8,0.2899990731300398,Alluvial
Turmeric,Whole Year ,Karnataka,5007.0,25386,1260.8,494691.6,1452.0,4.68,26.2,59.0,6.24,298.6,45.3,23.4,31.3,23432.76,98.8,0.2899940083882564,Red Loamy
Arecanut,Whole Year ,Kerala,73639.0,68479,3151.5,7275533.2,21355.3,0.8,36.6,78.2,6.32,298.6,48.8,24.3,26.9,58911.2,98.8,0.2899998642023927,Laterite
Banana,Whole Year ,Kerala,30521.0,386588,3151.5,3015474.8,8851.1,12.86,24.5,55.3,7.38,119.8,46.5,29.9,23.7,392500.06,98.8,0.290000327643262,Loamy
Black pepper,Whole Year ,Kerala,182384.0,68510,3151.5,18019539.2,52891.4,0.26,33.9,64.3,7.08,298.6,49.5,23.2,27.3,47419.84,98.8,0.290000219317484,Loamy
Cardamom,Whole Year ,Kerala,41449.0,4990,3151.5,4095161.2,12020.2,0.05,29.9,60.5,5.73,298.6,53.2,24.0,22.8,2072.4500000000003,98.8,0.289999758739656,Loamy
Cashewnut,Whole Year ,Kerala,91268.0,51336,3151.5,9017278.4,26467.7,0.48,25.5,73.5,6.49,298.6,46.9,26.5,26.6,43808.64,98.8,0.2899997808651444,Loamy
Coconut ,Whole Year ,Kerala,882288.0,5132000000,3151.5,87170054.4,255863.5,5304.75,35.5,42.5,6.27,225.6,51.0,24.4,24.7,4680317268.0,98.8,0.2899999773316649,Loamy
Cotton(lint),Kharif     ,Kerala,10999.0,17752,3151.5,1086701.2,3189.7,1.61,28.5,59.0,6.89,99.9,49.5,23.6,26.9,17708.39,98.8,0.2899990908264387,Black
Dry chillies,Whole Year ,Kerala,297.0,288,3151.5,29343.6,86.1,0.94,26.6,62.1,6.13,298.6,52.6,24.4,23.0,279.18,98.8,0.2898989898989899,Loamy
Garlic,Whole Year ,Kerala,742.0,12614,3151.5,73309.6,215.2,17.0,23.2,46.8,6.69,298.6,48.9,28.5,22.6,12614.0,98.8,0.2900269541778975,Loamy
Ginger,Whole Year ,Kerala,11107.0,39362,3151.5,1097371.6,3221.0,2.93,22.2,52.5,7.3,298.6,50.1,23.9,26.0,32543.51,98.8,0.2899972990006302,Loamy
Jowar,Kharif     ,Kerala,2177.0,1108,3151.5,215087.6,631.3,0.5,29.5,36.0,5.49,298.6,49.4,22.3,28.3,1088.5,98.8,0.2899862195682131,Red
Ragi,Kharif     ,Kerala,1157.0,936,3151.5,114311.6,335.5,0.81,23.4,36.8,5.74,298.6,46.1,26.9,27.0,937.17,98.8,0.2899740708729473,Red
Rice,Autumn     ,Kerala,120217.0,235849,3151.5,11877439.6,34862.9,1.86,22.3,82.8,6.2,298.6,55.3,21.7,23.0,223603.62,98.8,0.2899997504512673,Clayey
Rice,Winter     ,Kerala,174714.0,346022,3151.5,17261743.2,50667.1,1.94,27.0,55.1,5.13,298.6,54.1,24.7,21.2,338945.16,98.8,0.2900002289455911,Clayey
Sesamum,Kharif     ,Kerala,3303.0,1057,3151.5,326336.4,957.9,0.47,26.2,58.7,7.32,298.6,53.8,21.5,24.7,1552.41,98.8,0.2900090826521344,Loamy
Sweet potato,Whole Year ,Kerala,1099.0,11924,3151.5,108581.2,318.7,11.72,18.1,52.5,6.06,298.6,50.2,26.3,23.5,12880.28,98.8,0.2899909008189263,Loamy
Tapioca,Whole Year ,Kerala,112774.0,2630155,3151.5,11142071.2,32704.5,25.52,23.0,61.7,6.01,298.6,50.7,24.2,25.1,2877992.48,98.8,0.2900003546916843,Loamy
Tobacco,Whole Year ,Kerala,41.0,228,3151.5,4050.8,11.9,5.56,19.2,61.9,6.94,298.6,47.8,26.5,25.7,227.96,98.8,0.2902439024390244,Loamy
Turmeric,Whole Year ,Kerala,3706.0,8034,3151.5,366152.8,1074.7,2.0,26.7,59.8,5.63,298.6,46.5,25.2,28.3,7412.0,98.8,0.2899892066918511,Red Loamy
Arecanut,Whole Year ,Meghalaya,9585.0,11567,6552.7,946998.0,2779.6,1.15,13.9,64.1,7.21,298.6,50.0,26.9,23.1,11022.75,98.8,0.2899947835159103,Laterite
Arhar/Tur,Kharif     ,Meghalaya,861.0,678,6552.7,85066.8,249.7,0.8,24.4,40.5,5.09,298.6,53.6,22.4,24.0,688.8000000000001,98.8,0.2900116144018583,Sandy Loam
Banana,Whole Year ,Meghalaya,5194.0,62888,6552.7,513167.2,1506.3,11.27,18.1,43.1,6.4,119.8,47.7,26.1,26.3,58536.38,98.8,0.290007701193685,Loamy
Dry chillies,Whole Year ,Meghalaya,1764.0,1051,6552.7,174283.2,511.6,0.6,31.3,42.9,6.31,298.6,50.9,25.0,24.1,1058.4,98.8,0.2900226757369614,Loamy
Ginger,Kharif     ,Meghalaya,7403.0,45590,6552.7,731416.4,2146.9,6.01,23.9,55.4,6.67,298.6,49.6,25.0,25.4,44492.03,98.8,0.2900040524111846,Loamy
Jute,Kharif     ,Meghalaya,4241.0,27097,6552.7,419010.8,1229.9,7.55,27.9,60.6,6.96,199.8,49.8,23.8,26.4,32019.55,98.8,0.2900023579344494,Loamy
Linseed,Kharif     ,Meghalaya,51.0,23,6552.7,5038.8,14.8,0.45,13.3,79.1,6.73,298.6,54.8,22.0,23.2,22.95,98.8,0.2901960784313726,Loamy
Maize,Kharif     ,Meghalaya,17219.0,25272,6552.7,1701237.2,4993.5,1.46,26.6,64.8,6.14,109.8,57.7,19.5,22.7,25139.74,98.8,0.2899994192461815,Alluvial
Mesta,Kharif     ,Meghalaya,4681.0,21362,6552.7,462482.8,1357.5,4.58,25.0,57.6,5.62,298.6,53.5,18.5,28.0,21438.98,98.8,0.2900021362956633,Loamy
Mesta,Whole Year ,Meghalaya,871.0,631,6552.7,86054.8,252.6,0.68,17.5,60.6,6.43,298.6,53.0,24.2,22.7,592.2800000000001,98.8,0.2900114810562572,Loamy
Other  Rabi pulses,Rabi       ,Meghalaya,1938.0,1527,6552.7,191474.4,562.0,0.76,18.5,67.7,6.71,298.6,46.9,31.3,21.7,1472.88,98.8,0.2899896800825593,Loamy
Potato,Whole Year ,Meghalaya,20753.0,201059,6552.7,2050396.4,6018.4,7.74,26.9,38.9,6.95,298.6,48.3,30.9,20.8,160628.22,98.8,0.2900014455741338,Alluvial
Rapeseed &Mustard,Rabi       ,Meghalaya,6916.0,4576,6552.7,683300.8,2005.6,0.64,24.5,81.6,7.21,298.6,48.6,26.0,25.4,4426.24,98.8,0.2899942163100057,Loamy
Rice,Kharif     ,Meghalaya,105402.0,149742,6552.7,10413717.6,30566.6,1.51,25.8,69.4,5.46,298.6,51.8,26.2,22.0,159157.02,98.8,0.2900001897497201,Clayey
Sesamum,Kharif     ,Meghalaya,1322.0,694,6552.7,130613.6,383.4,0.58,23.9,40.6,7.09,298.6,52.1,23.3,24.6,766.76,98.8,0.2900151285930408,Loamy
Small millets,Kharif     ,Meghalaya,2823.0,2282,6552.7,278912.4,818.7,0.87,22.0,34.7,5.73,298.6,47.0,22.3,30.8,2456.01,98.8,0.2900106269925611,Loamy
Soyabean,Kharif     ,Meghalaya,899.0,812,6552.7,88821.2,260.7,0.88,22.3,63.0,6.42,298.6,54.6,24.3,21.1,791.12,98.8,0.2899888765294772,Black
Sweet potato,Whole Year ,Meghalaya,5181.0,17291,6552.7,511882.8,1502.5,3.3,16.3,62.4,5.82,298.6,52.8,27.6,19.6,17097.3,98.8,0.2900019301293187,Loamy
Tapioca,Whole Year ,Meghalaya,3963.0,21251,6552.7,391544.4,1149.3,6.55,26.2,82.8,6.23,298.6,49.1,27.2,23.7,25957.65,98.8,0.29000757002271,Loamy
Tobacco,Whole Year ,Meghalaya,742.0,507,6552.7,73309.6,215.2,0.61,22.1,32.7,6.88,298.6,51.2,22.6,26.2,452.62,98.8,0.2900269541778975,Loamy
Turmeric,Whole Year ,Meghalaya,1375.0,6997,6552.7,135850.0,398.8,5.62,22.1,53.7,6.86,298.6,48.4,29.6,21.9,7727.5,98.8,0.2900363636363636,Red Loamy
Arecanut,Whole Year ,West Bengal,8239.0,13665,2152.5,814013.2,2389.3,1.6,25.4,60.5,6.45,298.6,52.6,25.7,21.8,13182.4,98.8,0.2899987862604685,Laterite
Arhar/Tur,Kharif     ,West Bengal,2606.0,1672,2152.5,257472.8,755.7,0.76,22.4,71.0,5.68,298.6,50.8,23.2,26.0,1980.56,98.8,0.2899846508058327,Sandy Loam
Bajra,Kharif     ,West Bengal,175.0,84,2152.5,17290.0,50.8,0.44,23.1,77.7,6.8,298.6,48.1,28.2,23.7,77.0,98.8,0.2902857142857142,Sandy
Barley,Rabi       ,West Bengal,5938.0,5910,2152.5,586674.4,1722.0,1.1,22.1,63.8,6.2,298.6,53.5,23.0,23.5,6531.8,98.8,0.28999663186258,Loamy
Cardamom,Whole Year ,West Bengal,2875.0,690,2152.5,284050.0,833.8,0.24,21.7,53.2,7.16,298.6,45.6,26.5,27.9,690.0,98.8,0.2900173913043478,Loamy
Castor seed,Rabi       ,West Bengal,54.0,38,2152.5,5335.2,15.7,0.7,19.8,60.8,5.79,298.6,51.5,25.0,23.6,37.8,98.8,0.2907407407407407,Sandy Loam
Coconut ,Whole Year ,West Bengal,24616.0,318174400,2152.5,2432060.8,7138.6,12448.06,19.7,58.3,5.77,225.6,48.5,20.6,30.9,306421444.96,98.8,0.289998375040624,Loamy
Cotton(lint),Kharif     ,West Bengal,200.0,73,2152.5,19760.0,58.0,0.37,26.2,55.9,5.85,99.9,50.4,21.4,28.2,74.0,98.8,0.29,Black
Dry chillies,Whole Year ,West Bengal,64354.0,51303,2152.5,6358175.2,18662.7,0.89,18.3,62.5,5.83,298.6,50.8,25.6,23.6,57275.06,98.8,0.2900006215619853,Loamy
Ginger,Kharif     ,West Bengal,9398.0,18839,2152.5,928522.4,2725.4,1.45,12.8,48.2,6.91,298.6,52.5,27.7,19.8,13627.1,98.8,0.2899978718876356,Loamy
Gram,Rabi       ,West Bengal,23286.0,18971,2152.5,2300656.8,6752.9,0.88,26.5,72.2,5.5,298.6,50.0,25.8,24.1,20491.68,98.8,0.2899982822296659,Sandy Loam
Groundnut,Whole Year ,West Bengal,30157.0,34994,2152.5,2979511.6,8745.5,1.13,20.4,54.7,5.87,298.6,43.0,27.3,29.7,34077.41,98.8,0.2899990052060881,Sandy Loam
Horse-gram,Rabi       ,West Bengal,4958.0,2043,2152.5,489850.4,1437.8,0.42,24.8,65.3,6.32,298.6,52.3,27.1,20.6,2082.36,98.8,0.2899959661153691,Loamy
Jowar,Kharif     ,West Bengal,886.0,414,2152.5,87536.8,256.9,0.46,27.4,60.0,6.52,298.6,58.0,21.0,20.9,407.56,98.8,0.2899548532731377,Red
Jute,Kharif     ,West Bengal,612066.0,7373630,2152.5,60472120.8,177499.1,13.25,26.4,59.9,6.6,199.8,47.0,26.1,26.9,8109874.5,98.8,0.2899999346475707,Loamy
Khesari,Rabi       ,West Bengal,23300.0,20850,2152.5,2302040.0,6757.0,0.77,27.4,56.9,5.24,298.6,48.5,26.6,25.0,17941.0,98.8,0.29,Loamy
Linseed,Rabi       ,West Bengal,10323.0,2691,2152.5,1019912.4,2993.7,0.24,20.6,68.1,7.02,298.6,53.9,22.1,24.0,2477.52,98.8,0.2900029061319383,Loamy
Maize,Kharif     ,West Bengal,38519.0,121161,2152.5,3805677.2,11170.5,2.63,29.0,65.6,5.44,109.8,54.5,25.9,19.6,101304.97,98.8,0.2899997403878605,Alluvial
Masoor,Rabi       ,West Bengal,51919.0,35600,2152.5,5129597.2,15056.5,0.6,26.1,56.9,7.39,298.6,49.5,24.3,26.2,31151.4,98.8,0.2899998073922841,Loamy
Mesta,Kharif     ,West Bengal,9911.0,81030,2152.5,979206.8,2874.2,8.45,29.4,42.0,5.71,298.6,48.4,27.7,23.9,83747.95,98.8,0.2900010089799212,Loamy
Moong(Green Gram),Kharif     ,West Bengal,822.0,429,2152.5,81213.6,238.4,0.51,23.1,67.9,6.12,298.6,49.8,23.7,26.5,419.22,98.8,0.2900243309002433,Sandy Loam
Moong(Green Gram),Rabi       ,West Bengal,2729.0,1598,2152.5,269625.2,791.4,0.61,27.4,51.7,6.4,298.6,53.1,26.1,20.8,1664.69,98.8,0.2899963356540857,Sandy Loam
Moong(Green Gram),Summer     ,West Bengal,9320.0,2980,2152.5,920816.0,2702.8,0.31,28.3,47.0,7.35,298.6,50.8,24.8,24.4,2889.2,98.8,0.29,Sandy Loam
Niger seed,Kharif     ,West Bengal,7587.0,4100,2152.5,749595.6,2200.2,0.41,24.0,68.1,6.28,298.6,49.9,27.2,22.9,3110.67,98.8,0.289996045867932,Loamy
